#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
kf10thep;The King of Fighters 10th Anniversary Extra Plus (bootleg of The King of Fighters 2002);Arcade;kof2002;2005;bootleg;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kof2kfd;The King of Fighters 2000 (Fully Decrypted);Arcade;kof2000;2000;SNK;Fighter / Versus;2;;;good;0;;kof2000;;;;;;;
kof2000bc;The King of Fighters 2000 (Imitate BC 14 System, Hack By Aillis);Arcade;kof2000;2021;hack;Fighter / Versus;2;;;good;0;;kof2000;;;;;;;
kof2000;The King of Fighters 2000 (NGM-2570 ~ NGH-2570);Arcade;;2000;SNK;Fighter / Versus;2;;;good;0;;neogeo;;;;;;;
kof2000n;The King of Fighters 2000 (not encrypted);Arcade;kof2000;2000;SNK;Fighter / Versus;2;;;good;0;;kof2000;;;;;;;
kof2000t;The King of Fighters 2000 (Optimized, Hack);Arcade;kof2000;2013;hack;Fighter / Versus;2;;;good;0;;kof2000;;;;;;;
kof2kotc;The King of Fighters 2000 (OTC, Hack);Arcade;kof2000;2022-2023;hack;Fighter / Versus;2;;;good;0;;kof2000;;;;;;;
kof2kps2;The King of Fighters 2000 (Playstation 2, Hack);Arcade;kof2000;2013;hack;Fighter / Versus;2;;;good;0;;kof2000;;;;;;;
kof2kpls;The King of Fighters 2000 (Plus Blue, Hack);Arcade;kof2000;2018;hack;Fighter / Versus;2;;;good;0;;kof2000;;;;;;;
kof2ksp;The King of Fighters 2000 (Special, Hack);Arcade;kof2000;2023;hack;Fighter / Versus;2;;;good;0;;kof2000;;;;;;;
kof2kxxx;The King of Fighters 2000 SP XXX (Hack, Ver. 2016-01-04);Arcade;kof2000;2016;hack;Fighter / Versus;2;;;good;0;;kof2000;;;;;;;
kof2k1bs;The King of Fighters 2001 (Boss, Hack);Arcade;kof2001;2010;hack;Fighter / Versus;2;;;good;0;;kof2001;;;;;;;
kof2k1fd;The King of Fighters 2001 (Fully Decrypted);Arcade;kof2001;2001;Eolith / SNK;Fighter / Versus;2;;;good;0;;kof2001;;;;;;;
kof2001h;The King of Fighters 2001 (NGH-2621);Arcade;kof2001;2001;Eolith / SNK;Fighter / Versus;2;;;good;0;;kof2001;;;;;;;
kof2001;The King of Fighters 2001 (NGM-262?);Arcade;;2001;Eolith / SNK;Fighter / Versus;2;;;good;0;;neogeo;;;;;;;
kf2k1pkz;The King of Fighters 2001 (PS2 Krizalid, Hack);Arcade;kof2001;2021;hack;Fighter / Versus;2;;;good;0;;kof2001;;;;;;;
kof2k1rp;The King of Fighters 2001 (Remix Pro v1.02 Final, Hack);Arcade;kof2001;2004;hack;Fighter / Versus;2;;;good;0;;kof2001;;;;;;;
kof2k1ru;The King of Fighters 2001 (Remix Ultra 2.3, Hack);Arcade;kof2001;2004;hack;Fighter / Versus;2;;;good;0;;kof2001;;;;;;;
kf2k1ult;The King of Fighters 2001 (Ultimate, Hack);Arcade;kof2001;2024;hack;Fighter / Versus;2;;;good;0;;kof2001;;;;;;;
kf2k1pls;The King of Fighters 2001 Plus (set 1, bootleg / hack);Arcade;kof2001;2002;bootleg;Fighter / Versus;2;;;good;0;;kof2001;;;;;;;
kf2k1pla;The King of Fighters 2001 Plus (set 2, bootleg / hack);Arcade;kof2001;2002;bootleg;Fighter / Versus;2;;;good;0;;kof2001;;;;;;;
kf2k23rd;The King of Fighters 2002 (3rd Strike of Orochi, Hack);Arcade;kof2002;2020-2022;hack;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kof2k2ts;The King of Fighters 2002 (Battle with Orochi, Hack);Arcade;kof2002;2021;hack;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kof2002b;The King of Fighters 2002 (bootleg);Arcade;kof2002;2002;bootleg;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kf2k2mix;The King of Fighters 2002 (Climax, Hack);Arcade;kof2002;2016;hack;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kof2k2fd;The King of Fighters 2002 (Fully Decrypted);Arcade;kof2002;2002;Eolith / Playmore;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kof2k2jq;The King of Fighters 2002 (Infinite Energy, Hack);Arcade;kof2002;2022;hack;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kof2002m;The King of Fighters 2002 (Mugen, Hack);Arcade;kof2002;2023;hack;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kof2002;The King of Fighters 2002 (NGM-2650 ~ NGH-2650);Arcade;;2002;Eolith / Playmore;Fighter / Versus;2;;;good;0;;neogeo;;;;;;;
kof2k2omg;The King of Fighters 2002 (Omega v.0?);Arcade;kof2002;2002;hack;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kof2k2omg8;The King of Fighters 2002 (Omega v0.8);Arcade;kof2002;2010;hack;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kof2k2omg9b;The King of Fighters 2002 (Omega v0.9 beta);Arcade;kof2002;2011;hack;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kof2k2omg9;The King of Fighters 2002 (Omega v0.9);Arcade;kof2002;2012;hack;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kf2k2ps2;The King of Fighters 2002 (PlayStation 2, Hack);Arcade;kof2002;2007-2023;hack;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kf2k2p17;The King of Fighters 2002 (Plus 2017, Hack);Arcade;kof2002;2020;hack;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kof2k2ru;The King of Fighters 2002 (Remix Ultra 3.5, Hack);Arcade;kof2002;2006;hack;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kof2k2ly;The King of Fighters 2002 (Remix, Hack);Arcade;kof2002;2015;hack;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kf2k2mp;The King of Fighters 2002 Magic Plus (bootleg);Arcade;kof2002;2002;bootleg;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kf2k2mp2;The King of Fighters 2002 Magic Plus II (bootleg);Arcade;kof2002;2002;bootleg;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kf2k2mp3;The King of Fighters 2002 Magic Plus III (Hack);Arcade;kof2002;2010;hack;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kf2k2pls;The King of Fighters 2002 Plus (bootleg set 1);Arcade;kof2002;2002;bootleg;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kf2k2pla;The King of Fighters 2002 Plus (bootleg set 2);Arcade;kof2002;2002;bootleg;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kf2k2plb;The King of Fighters 2002 Plus (bootleg set 3);Arcade;kof2002;2002;bootleg;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kf2k2plh;The King of Fighters 2002 Plus (Hack);Arcade;kof2002;2022;hack;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kof2002t;The King of Fighters 2002 Plus (Optimised, Hack);Arcade;kof2002;2014;hack;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kf2k2plc;The King of Fighters 2002 Super (bootleg);Arcade;kof2002;2002;bootleg;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kf2k3bl;The King of Fighters 2003 (bootleg set 1);Arcade;kof2003;2003;bootleg;Fighter / Versus;2;;;good;0;;kof2003;;;;;;;
kf2k3bla;The King of Fighters 2003 (bootleg set 2);Arcade;kof2003;2003;bootleg;Fighter / Versus;2;;;good;0;;kof2003;;;;;;;
kof2k3fd;The King of Fighters 2003 (Fully Decrypted);Arcade;kof2003;2003;SNK Playmore;Fighter / Versus;2;;;good;0;;kof2003;;;;;;;
kf2k3pcb;The King of Fighters 2003 (Japan, JAMMA PCB);Arcade;;2003;SNK Playmore;Fighter / Versus;2;;;good;0;;;;;;;;;
kof2003h;The King of Fighters 2003 (NGH-2710);Arcade;kof2003;2003;SNK Playmore;Fighter / Versus;2;;;good;0;;kof2003;;;;;;;
kof2003;The King of Fighters 2003 (NGM-2710, Export);Arcade;;2003;SNK Playmore;Fighter / Versus;2;;;good;0;;neogeo;;;;;;;
kf2k3ps2;The King of Fighters 2003 (PlayStation 2, Hack);Arcade;kof2003;2006;hack;Fighter / Versus;2;;;good;0;;kof2003;;;;;;;
kof2003t;The King of Fighters 2003 (Plus, Hack);Arcade;kof2003;2014;SNK Playmore;Fighter / Versus;2;;;good;0;;kof2003;;;;;;;
kf2k3p2s;The King of Fighters 2003 (PS2 Style Portraits, Hack);Arcade;kof2003;20??;hack;Fighter / Versus;2;;;good;0;;kof2003;;;;;;;
kf2k3pl;The King of Fighters 2004 Plus / Hero (bootleg of The King of Fighters 2003);Arcade;kof2003;2003;bootleg;Fighter / Versus;2;;;good;0;;kof2003;;;;;;;
kf2k3upl;The King of Fighters 2004 Ultra Plus (bootleg of The King of Fighters 2003);Arcade;kof2003;2003;bootleg;Fighter / Versus;2;;;good;0;;kof2003;;;;;;;
kof2k4se;The King of Fighters Special Edition 2004 (bootleg of The King of Fighters 2002);Arcade;kof2002;2004;bootleg;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kf2k4pls;The King of Fighters Special Edition 2004 Plus (bootleg);Arcade;kof2002;2004;bootleg;Fighter / Versus;2;;;good;0;;kof2002;;;;;;;
kog;King of Gladiator (bootleg of The King of Fighters '97);Arcade;kof97;1997;bootleg;Fighter / Versus;2;;;good;0;;kof97;;;;;;;
kogplus;King of Gladiator Plus (The King of Fighters '97 bootleg);Arcade;kof97;1997;bootleg;Fighter / Versus;2;;;good;0;;kof97;;;;;;;
kotm;King of the Monsters (set 1);Arcade;;1991;SNK;Fighter / Multiplay;2;;;good;0;;neogeo;;;;;;;
kotmh;King of the Monsters (set 2);Arcade;kotm;1991;SNK;Fighter / Multiplay;2;;;good;0;;kotm;;;;;;;
kotm2;King of the Monsters 2 - The Next Thing (NGM-039 ~ NGH-039);Arcade;;1992;SNK;Fighter / Multiplay;2;;;good;0;;neogeo;;;;;;;
kotm2a;King of the Monsters 2 - The Next Thing (older);Arcade;kotm2;1992;SNK;Fighter / Multiplay;2;;;good;0;;kotm2;;;;;;;
kotm2p;King of the Monsters 2 - The Next Thing (prototype);Arcade;kotm2;1992;SNK;Fighter / Multiplay;2;;;good;0;;kotm2;;;;;;;
kingdmgp;Kingdom Grandprix;Arcade;;1994;Raizing / Eighting;Shooter / Flying Vertical;2;;;good;0;;;;;;;;;
kirameki;Kirameki Star Road (Ver 2.10J 1997/08/29);Arcade;;1997;Taito Corporation;Quiz / Questions in Japanese;2;;;good;0;;;;;;;;;
kittenk;Kitten Kaboodle;Arcade;;1988;Konami;Maze / Blocks;2;;;good;0;;;;;;;;;
kizuna;Kizuna Encounter - Super Tag Battle / Fu'un Super Tag Battle;Arcade;;1996;SNK;Fighter / Versus;2;;;good;0;;neogeo;;;;;;;
klaxd2;Klax (Germany, version 2);Arcade;klax;1989;Atari Games;Puzzle / Drop;2;;;good;0;;klax;;;;;;;
klaxj3;Klax (Japan, version 3);Arcade;klax;1989;Atari Games;Puzzle / Drop;2;;;good;0;;klax;;;;;;;
klaxj4;Klax (Japan, version 4);Arcade;klax;1989;Atari Games;Puzzle / Drop;2;;;good;0;;klax;;;;;;;
klax4;Klax (version 4);Arcade;klax;1989;Atari Games;Puzzle / Drop;2;;;good;0;;klax;;;;;;;
klax5;Klax (version 5);Arcade;klax;1989;Atari Games;Puzzle / Drop;2;;;good;0;;klax;;;;;;;
klax;Klax (version 6);Arcade;;1989;Atari Games;Puzzle / Drop;2;;;good;0;;;;;;;;;
klondkp;KlonDike+;Arcade;;1999;Eolith;Tabletop / Cards;1;;;good;0;;;;;;;;;
knightb;Knight Boy (bootleg of KiKi KaiKai, set 1);Arcade;kikikai;1986;bootleg;Shooter / Walking;2;;;good;0;;kikikai;;;;;;;
kngtmare;Knightmare (prototype);Arcade;;1983;Gottlieb;Maze / Fighter;2;;;good;0;;;;;;;;;
knightsb;Knights of the Round (bootleg with 2xMSM5205, set 1);Arcade;knights;1991;bootleg;Fighter / 2.5D;3;;;good;0;;knights;;;;;;;
knightsb3;Knights of the Round (bootleg with 2xMSM5205, set 2);Arcade;knights;1991;bootleg;Fighter / 2.5D;3;;;preliminary;0;;knights;;;;;;;
knightsb4;Knights of the Round (bootleg with YM2151 + 2xMSM5205, 911127 etc, set 4);Arcade;knights;1991;bootleg;Fighter / 2.5D;3;;;good;0;;knights;;;;;;;
knightsb5;Knights of the Round (bootleg, 911127 Japan, set 5);Arcade;knights;1991;bootleg;Fighter / 2.5D;3;;;good;0;;knights;;;;;;;
knightsb2;Knights of the Round (bootleg, World 911127);Arcade;knights;1991;bootleg;Fighter / 2.5D;3;;;good;0;;knights;;;;;;;
knightct;Knights of the Round (Count, Hack);Arcade;knights;2016;hack;Fighter / 2.5D;3;;;good;0;;knights;;;;;;;
knightsh;Knights of the Round (hack set 1);Arcade;knights;1991;hack;Fighter / 2.5D;3;;;good;0;;knights;;;;;;;
knightsh2;Knights of the Round (hack set 2, 911127 etc);Arcade;knights;1991;hack;Fighter / 2.5D;3;;;good;0;;knights;;;;;;;
knightsja;Knights of the Round (Japan 911127, B-Board 89625B-1);Arcade;knights;1991;Capcom;Fighter / 2.5D;3;;;good;0;;knights;;;;;;;
knightsj;Knights of the Round (Japan 911127, B-Board 91634B-2);Arcade;knights;1991;Capcom;Fighter / 2.5D;3;;;good;0;;knights;;;;;;;
knightsp;Knights of the Round (Plus, Hack);Arcade;knights;2016;hack;Fighter / 2.5D;3;;;good;0;;knights;;;;;;;
knightsc;Knights of the Round (T-Chi);Arcade;knights;2006;hack;Fighter / 2.5D;3;;;good;0;;knights;;;;;;;
knightsu;Knights of the Round (USA 911127);Arcade;knights;1991;Capcom;Fighter / 2.5D;3;;;good;0;;knights;;;;;;;
knights;Knights of the Round (World 911127);Arcade;;1991;Capcom;Fighter / 2.5D;3;;;good;0;;;;;;;;;
kov111;Knights of Valour / Sanguo Zhan Ji / Sangoku Senki (ver. 111, Japanese Board);Arcade;kov;1999;IGS;Fighter / 2.5D;4;;;good;0;;kov;;;;;;;
kov114;Knights of Valour / Sanguo Zhan Ji / Sangoku Senki (ver. 114, Hong Kong);Arcade;kov;1999;IGS;Fighter / 2.5D;4;;;good;0;;kov;;;;;;;
kov115;Knights of Valour / Sanguo Zhan Ji / Sangoku Senki (ver. 115);Arcade;kov;1999;IGS;Fighter / 2.5D;4;;;good;0;;kov;;;;;;;
kov;Knights of Valour / Sanguo Zhan Ji / Sangoku Senki (ver. 117, Hong Kong);Arcade;;1999;IGS;Fighter / 2.5D;4;;;good;0;;pgm;;;;;;;
kov2dzxx;Knights of Valour 2 - Dou Zhuan Xing Xuan (Hack, ver.110);Arcade;kov2;2021;hack;Fighter / 2.5D;4;;;good;0;;kov2;;;;;;;
kov2100;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 100, 100, 100HK);Arcade;kov2;2000;IGS;Fighter / 2.5D;4;;;good;0;;kov2;;;;;;;
kov2101;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 101, 101, 100HK);Arcade;kov2;2000;IGS;Fighter / 2.5D;4;;;good;0;;kov2;;;;;;;
kov2102;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 102, 101, 100HK);Arcade;kov2;2000;IGS;Fighter / 2.5D;4;;;good;0;;kov2;;;;;;;
kov21022;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 102, 102, 100HK);Arcade;kov2;2000;IGS;Fighter / 2.5D;4;;;good;0;;kov2;;;;;;;
kov2103;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 103, 101, 100HK);Arcade;kov2;2000;IGS;Fighter / 2.5D;4;;;good;0;;kov2;;;;;;;
kov2104;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 104, 102, 100HK);Arcade;kov2;2000;IGS;Fighter / 2.5D;4;;;good;0;;kov2;;;;;;;
kov2106;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 106, 102, 100HK);Arcade;kov2;2000;IGS;Fighter / 2.5D;4;;;good;0;;kov2;;;;;;;
kov2;Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 107, 102, 100HK);Arcade;;2000;IGS;Fighter / 2.5D;4;;;good;0;;pgm;;;;;;;
kov2pemp;Knights of Valour 2 Plus - Extend Magic Plus (Hack);Arcade;kov2p;2020;Hack;Fighter / 2.5D;4;;;good;0;;kov2p;;;;;;;
kov2p200;Knights of Valour 2 Plus - Nine Dragons / Sanguo Zhan Ji 2 Qunxiong Zhengba / Sanguo Zhan Ji 2 Feilong Zai Tian / Sangoku Senki Busyou Souha (ver. M200XX, 200, 100CN);Arcade;kov2p;2001;IGS;Fighter / 2.5D;4;;;good;0;;kov2p;;;;;;;
kov2p202;Knights of Valour 2 Plus - Nine Dragons / Sanguo Zhan Ji 2 Qunxiong Zhengba / Sanguo Zhan Ji 2 Feilong Zai Tian / Sangoku Senki Busyou Souha (ver. M202XX, 200, 100CN);Arcade;kov2p;2001;IGS;Fighter / 2.5D;4;;;good;0;;kov2p;;;;;;;
kov2p203;Knights of Valour 2 Plus - Nine Dragons / Sanguo Zhan Ji 2 Qunxiong Zhengba / Sanguo Zhan Ji 2 Feilong Zai Tian / Sangoku Senki Busyou Souha (ver. M203XX, 200, 100CN);Arcade;kov2p;2001;IGS;Fighter / 2.5D;4;;;good;0;;kov2p;;;;;;;
kov2p204;Knights of Valour 2 Plus - Nine Dragons / Sanguo Zhan Ji 2 Qunxiong Zhengba / Sanguo Zhan Ji 2 Feilong Zai Tian / Sangoku Senki Busyou Souha (ver. M204XX, 200, 100CN);Arcade;kov2p;2001;IGS;Fighter / 2.5D;4;;;good;0;;kov2p;;;;;;;
kov2p;Knights of Valour 2 Plus - Nine Dragons / Sanguo Zhan Ji 2 Qunxiong Zhengba / Sanguo Zhan Ji 2 Feilong Zai Tian / Sangoku Senki Busyou Souha (ver. M205XX, 200, 100CN);Arcade;;2001;IGS;Fighter / 2.5D;4;;;good;0;;pgm;;;;;;;
kov2pshpd;Knights of Valour 2 Plus - Xie Feng Tian Chi (Hack);Arcade;kov2p;2019-12-16;Hack;Fighter / 2.5D;4;;;good;0;;kov2p;;;;;;;
kovplusq;Knights of Valour Plus - New Biography of Heroes (V120);Arcade;kovplus;2021;Hack;Fighter / 2.5D;4;;;good;0;;kovplus;;;;;;;
kovplus20tx;Knights of Valour Plus - Qun Xiong Luan Wu 2020;Arcade;kovplus;2023;hack;Fighter / 2.5D;4;;;good;0;;kovplus;;;;;;;
kovplus;Knights of Valour Plus / Sanguo Zhan Ji Zhengzong Plus / Sangoku Senki Masamune Plus (ver. 119, set 1);Arcade;;1999;IGS;Fighter / 2.5D;4;;;good;0;;pgm;;;;;;;
kovplusa;Knights of Valour Plus / Sanguo Zhan Ji Zhengzong Plus / Sangoku Senki Masamune Plus (ver. 119, set 2);Arcade;kovplus;1999;IGS;Fighter / 2.5D;4;;;good;0;;kovplus;;;;;;;
kovp12em;Knights of Valour Plus 2012 - Nightmare;Arcade;kovplus;2022;hack;Fighter / 2.5D;4;;;good;0;;kovplus;;;;;;;
kovp12dw;Knights of Valour Plus 2012 - Warriors;Arcade;kovplus;2023;hack;Fighter / 2.5D;4;;;good;0;;kovplus;;;;;;;
kovytzy;Knights of Valour Super Heroes / Sanguo Zhan Ji Fengyun Zaiqi / Sangoku Senki Super Heroes (SANGO EX+) (ver. 201 'Yitong Zhongyuan', China);Arcade;;1999;IGS;Fighter / 2.5D;4;;;good;0;;pgm;;;;;;;
kovsh100;Knights of Valour Super Heroes / Sanguo Zhan Ji Fengyun Zaiqi / Sangoku Senki Super Heroes (ver. 100, CN);Arcade;kovsh;1999;IGS;Fighter / 2.5D;4;;;good;0;;kovsh;;;;;;;
kovsh101;Knights of Valour Super Heroes / Sanguo Zhan Ji Fengyun Zaiqi / Sangoku Senki Super Heroes (ver. 101, CN);Arcade;kovsh;1999;IGS;Fighter / 2.5D;4;;;good;0;;kovsh;;;;;;;
kovsh102;Knights of Valour Super Heroes / Sanguo Zhan Ji Fengyun Zaiqi / Sangoku Senki Super Heroes (ver. 102, CN);Arcade;kovsh;1999;IGS;Fighter / 2.5D;4;;;good;0;;kovsh;;;;;;;
kovsh103;Knights of Valour Super Heroes / Sanguo Zhan Ji Fengyun Zaiqi / Sangoku Senki Super Heroes (ver. 103, CN);Arcade;kovsh;1999;IGS;Fighter / 2.5D;4;;;good;0;;kovsh;;;;;;;
kovsh;Knights of Valour Super Heroes / Sanguo Zhan Ji Fengyun Zaiqi / Sangoku Senki Super Heroes (ver. 104, CN);Arcade;;1999;IGS;Fighter / 2.5D;4;;;good;0;;pgm;;;;;;;
kovytzyce;Knights of Valour Super Heroes / Yi Tong Zhong Yuan Qing Ban (2020-A, hack);Arcade;kovshp;2020-07-21;Hack;Fighter / 2.5D;4;;;good;0;;kovshp;;;;;;;
kovytzyws;Knights of Valour Super Heroes / Yi Tong Zhong Yuan Wu Shuang Ban (2019-0, hack);Arcade;kovshp;2018;Hack;Fighter / 2.5D;4;;;good;0;;kovshp;;;;;;;
kovshpzqhl;Knights of Valour Super Heroes Plus (The Best Firepower In 2020, 2020-02-06);Arcade;kovshp;2020;Hack;Fighter / 2.5D;4;;;good;0;;kovshp;;;;;;;
kovshpqszltw;Knights of Valour Super Heroes Plus (The Road to Survival True King Tian Wang, ver. 500);Arcade;kovshp;2020-01-03;Hack;Fighter / 2.5D;4;;;good;0;;kovshp;;;;;;;
kovshpqszl;Knights of Valour Super Heroes Plus (The Road to Survival True King, ver. 500);Arcade;kovshp;2018;Hack;Fighter / 2.5D;4;;;good;0;;kovshp;;;;;;;
kovshp100;Knights of Valour Super Heroes Plus / Sanguo Zhan Ji Luanshi Xiaoxiong (ver. 100);Arcade;kovshp;2004;IGS;Fighter / 2.5D;4;;;good;0;;kovshp;;;;;;;
kovshp;Knights of Valour Super Heroes Plus / Sanguo Zhan Ji Luanshi Xiaoxiong (ver. 101);Arcade;;2004;IGS;Fighter / 2.5D;4;;;good;0;;pgm;;;;;;;
kovshp101;Knights of Valour Super Heroes Plus / Sanguo Zhan Ji Luanshi Xiaoxiong (ver. 101, Chinese Board);Arcade;kovshp;2004;IGS;Fighter / 2.5D;4;;;good;0;;kovshp;;;;;;;
kovshb;Knights of Valour Superheroes / Sangoku Senki Superheroes (bootleg, V104, China);Arcade;kovsh;1999;IGS;Fighter / 2.5D;4;;;good;0;;kovsh;;;;;;;
kovshdf;Knights of Valour Superheroes / Sangoku Senki Superheroes - Dungeons & Warriors (Hack);Arcade;kovsh;2009;hack;Fighter / 2.5D;4;;;good;0;;kovsh;;;;;;;
kovshmg;Knights of Valour Superheroes / Sangoku Senki Superheroes - Muggle Legend (Hack);Arcade;kovsh;2020;hack;Fighter / 2.5D;4;;;good;0;;kovsh;;;;;;;
kovshszl;Knights of Valour Superheroes / Sangoku Senki Superheroes - The Road Beyond the Gods (Hack);Arcade;kovsh;2021;hack;Fighter / 2.5D;4;;;good;0;;kovsh;;;;;;;
kovassge;Knights of Valour: Ao Shi San Guo / Sangoku Senki: Ao shi San Guo (Encrypted, V202CN, China);Arcade;kovshp;2008;IGS;Fighter / 2.5D;4;;;good;0;;kovshp;;;;;;;
kovassgn;Knights of Valour: Ao Shi San Guo / Sangoku Senki: Ao shi San Guo (Newer, V202CN, China);Arcade;kovshp;2008;IGS;Fighter / 2.5D;4;;;good;0;;kovshp;;;;;;;
kovassg;Knights of Valour: Ao Shi San Guo / Sangoku Senki: Ao shi San Guo (V202CN, China);Arcade;kovshp;2008;IGS;Fighter / 2.5D;4;;;good;0;;kovshp;;;;;;;
kovlsqho;Knights of Valour: Luan Shi Quan Huang Te Bie Ban / Sangoku Senki: Luan Shi Quan Huang Te Bie Ban (V112CN, China);Arcade;kovshp;2009;IGS;Fighter / 2.5D;4;;;good;0;;kovshp;;;;;;;
kovsgqyzd;Knights of Valour: SanGuo QunYingZhuan / Sangoku Senki: SanGuo QunYingZhuan (V119, set 5);Arcade;kovplus;1999;ANX;Fighter / 2.5D;4;;;good;0;;kovplus;;;;;;;
knockout;Knock Out!! (bootleg, set 1);Arcade;triplep;1982;bootleg? (KKK);Maze / Outline;2;;;good;0;;triplep;;;;;;;
kbash;Knuckle Bash;Arcade;;1993;Toaplan / Atari;Fighter / Versus Co-op;2;;;good;0;;;;;;;;;
kbashk;Knuckle Bash (Korean PCB);Arcade;kbash;1993;Toaplan / Taito;Fighter / Versus Co-op;2;;;good;0;;kbash;;;;;;;
kbashp;Knuckle Bash (location test);Arcade;kbash;1993;Toaplan / Taito;Fighter / Versus Co-op;2;;;good;0;;kbash;;;;;;;
kbash2;Knuckle Bash 2 (bootleg);Arcade;;1999;bootleg;Fighter / Versus Co-op;2;;;good;0;;;;;;;;;
knckheadj;Knuckle Heads (Japan);Arcade;knckhead;1992;Namco;Fighter / Versus;4;;;good;0;;knckhead;;;;;;;
knckheadjp;Knuckle Heads (Japan, Prototype?);Arcade;knckhead;1992;Namco;Fighter / Versus;4;;;good;0;;knckhead;;;;;;;
knckhead;Knuckle Heads (World);Arcade;;1992;Namco;Fighter / Versus;4;;;good;0;;namcoc70;;;;;;;
kncljoe;Knuckle Joe (set 1);Arcade;;1985;Seibu Kaihatsu (Taito license);Platform / Fighter;2;;;good;0;;;;;;;;;
kncljoea;Knuckle Joe (set 2);Arcade;kncljoe;1985;Seibu Kaihatsu (Taito license);Platform / Fighter;2;;;good;0;;kncljoe;;;;;;;
koikois2;Koi Koi Shimasho 2 - Super Real Hanafuda (Japan);Arcade;;1997;Visco;Tabletop / Hanafuda * Mature *;1;;;good;0;;;;;;;;;
rockragej;Koi no Hotrock (Japan);Arcade;rockrage;1986;Konami;Maze / Fighter;2;;;good;0;;rockrage;;;;;;;
eto;Kokontouzai Eto Monogatari (Japan);Arcade;;1994;Visco;Puzzle / Drop;2;;;good;0;;;;;;;;;
etoa;Kokontouzai Eto Monogatari (Japan, prototype?);Arcade;eto;1994;Visco;Puzzle / Drop;2;;;good;0;;eto;;;;;;;
konami88;Konami '88;Arcade;88games;1988;Konami;Sports / Track & Field;4P alt / 2;;;good;0;;88games;;;;;;;
konamigt;Konami GT;Arcade;;1985;Konami;Driving / Race 1st Person;1;;;good;0;;;;;;;;;
rf2;Konami RF2 - Red Fighter;Arcade;konamigt;1985;Konami;Driving / Race 1st Person;1;;;good;0;;konamigt;;;;;;;
kontest;Konami Test Board (GX800, Japan);Arcade;;1987?;Konami;Utilities / Test;1;;;good;0;;;;;;;;;
pingpong;Konami's Ping-Pong;Arcade;;1985;Konami;Sports / Ping Pong;2;;;good;0;;;;;;;;;
konek;Konek-Gorbunok;Arcade;;198?;Terminal;Platform / Run, Jump & Scrolling;1;;;good;0;;;;;;;;;
kong;Kong (Donkey Kong conversion on Galaxian hardware);Arcade;;198?;Taito do Brasil;Platform / Run Jump;2;;;good;0;;;;;;;;;
korokoro;Koro Koro Quest (Japan);Arcade;;1999;Takumi;Misc. / Versus;1;;;good;0;;;;;;;;;
korosuke;Korosuke Roller (Japan);Arcade;crush;1981;Alpha Denshi Co. / Kural Electric, Ltd.;Maze / Paint;2;;;good;0;;crush;;;;;;;
myangel;Kosodate Quiz My Angel (Japan);Arcade;;1996;MOSS / Namco;Quiz / Questions in Japanese;2;;;good;0;;;;;;;;;
